brand,name,price,spec_rating,processor,CPU,Ram_type,ROM_type,GPU,display_size,OS,warranty,resolution,storage_gb,ram_gb,brand_encoded,processor_encoded,OS_encoded,Ram_type_encoded,ROM_type_encoded
LG,gram360 16 Laptop,152499,78.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics ,16.0,Windows 11 OS,1,4096000.0,1024.0,16.0,13,68,12,8,1
Lenovo,IdeaPad 1 82V6005CIN Laptop,23990,69.32352941176471,Intel Celeron  N4020 ,"Dual Core, 2 Threads",DDR4,SSD,Intel UHD Graphics 600,11.6,Windows 11 OS,1,1049088.0,256.0,4.0,14,172,12,2,1
Asus,ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop,119990,71.0,6th Gen AMD Ryzen 7  7735HS,"Octa Core, 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3050 ,14.0,Windows 11 OS,1,4096000.0,512.0,16.0,3,121,12,4,1
LG,UltraPC 16 ‎16U70R-G.AH56A2 Laptop,78299,72.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon 7 Graphics,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,13,131,12,2,1
LG,Gram 14 2023 ‎14Z90R-G.CH75A2 Laptop,115990,69.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,13,68,12,8,1
Asus,Vivobook 15 2023 X1504VA-NJ544WS Laptop,61990,65.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,58,12,2,1
HP,255 G8 6E3Z0PA Laptop,26999,69.32352941176471,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",DDR4,SSD,AMD Radeon Graphics,15.6,DOS OS,1,1049088.0,512.0,8.0,9,85,3,2,1
HP,Omen 16-wd0990TX Gaming Laptop,103099,73.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,16.1,Windows 11 OS,1,3686400.0,512.0,16.0,9,61,12,4,1
Infinix,Zerobook 13 ZL513 2023 Laptop,64990,63.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",LPDDR5X,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,1,2073600.0,1024.0,32.0,12,73,12,9,1
Lenovo,S14 Gen 3 82TW001CIH Laptop,47990,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel UHD Graphics,14.0,Windows 11 OS,2,2073600.0,512.0,8.0,14,37,12,2,1
Lenovo,IdeaPad 1 14IGL7 82V6005EIN Laptop,24990,69.32352941176471,4th Gen Intel Celeron N4020,"Dual Core, 2 Threads",DDR4,SSD,Intel Integrated UHD,14.0,Windows 10 OS,1,1049088.0,256.0,8.0,14,91,10,2,1
Lenovo,ThinkPad T14 Gen 2 20W0S16Q00 Laptop,130800,69.0,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",DDR4,SSD,2GB NVIDIA GeForce MX450,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,14,29,12,2,1
MSI,Thin GF63 11SC-1462IN Gaming Laptop,57990,71.0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11 OS,2,2073600.0,512.0,16.0,15,30,12,2,1
Lenovo,ThinkBook 15 21JF002CIN Laptop,38500,69.32352941176471,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",DDR4,SSD,AMD Radeon AMD,15.6,DOS OS,1,2073600.0,512.0,8.0,14,127,3,2,1
MSI,Thin GF63 11SC-1477IN Gaming Laptop,47990,67.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11 OS,2,2073600.0,512.0,8.0,15,19,12,2,1
Lenovo,ThinkPad E14 21JRS00Y00 Laptop,44990,60.0,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,8.0,14,127,12,2,1
MSI,Katana GF66 12UCOK 2023 Gaming Laptop,69990,65.0,12th Gen Intel Core i5 12450H ,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2,2073600.0,512.0,16.0,15,41,12,4,1
Asus,Vivobook 15 2023 X1504VA-NJ543WS Laptop,61990,64.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,58,12,2,1
Asus,Vivobook 16X 2023 K3605ZU-MB541WS Laptop,89990,75.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,6GB NVIDIA Geforce RTX 4050,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,40,12,2,1
Asus,Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop,65990,60.0,13th Gen ‎Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,81,12,2,1
Lenovo,ThinkPad E14 21JRS00T00 Laptop,58990,62.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,8.0,14,131,12,2,1
HP,Envy x360 15-fe0028TU Laptop,94990,66.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Integrated Iris Xe,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,58,12,8,1
HP,Envy x360 15-fh0019AU Laptop,86490,70.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",LPDDR5,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,135,12,8,1
HP,Envy x360 15-fh0015AU Laptop,77490,66.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",LPDDR5,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,131,12,8,1
HP,Envy x360 15-fh0016AU Laptop,85490,66.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",LPDDR5,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,131,12,8,1
Lenovo,IdeaPad Slim 3 2023 82X70033IN Laptop,44000,69.32352941176471,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",LPDDR5,SSD,Integrated Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,55,12,8,1
HP,14-em0027AU Laptop,51990,60.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,AMD Radeon AMD,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,9,129,12,8,1
Dell,Vostro 15 3510 Laptop,37990,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,Hard-Disk,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,1024.0,8.0,6,15,12,2,0
HP,14-em0025AU Laptop,34990,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,AMD Radeon AMD,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,9,126,12,8,1
Lenovo,ThinkPad E14 21JRS00U00 Laptop,57799,64.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,14,131,12,2,1
Lenovo,Thinkpad E15 21E6S05B00 Laptop,65990,67.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,37,12,2,1
Lenovo,Thinkbook 15 21DJ00EXIH Laptop,53990,66.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,37,12,2,1
Lenovo,IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop,49990,67.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,100,12,2,1
MSI,Stealth 15 A13VF-074IN Gaming Laptop,171990,79.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,15.6,Windows 11 OS,2,3686400.0,1024.0,16.0,15,70,12,4,1
HP,14-gr0000TU Laptop,44990,69.32352941176471,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel UHD Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,9,56,12,2,1
HP,Envy 15-fe0032TU Laptop,115990,70.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris X Graphics,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,9,66,12,8,1
HP,14-hr0000AU Laptop,50990,60.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,AMD Radeon AMD,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,9,129,12,8,1
HP,Envy 15-fe0030TU Laptop,109990,69.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris X Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,66,12,8,1
Acer,One 14 Z2-493 Laptop,29990,69.32352941176471,3rd Gen AMD Ryzen 5 3500U,"Quad Core, 8 Threads",DDR4,SSD,AMD Radeon Graphics,14.0,Windows 11 OS,1,1049088.0,256.0,8.0,1,88,12,2,1
Asus,ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop,163999,83.0,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,14.0,Windows 11 OS,1,4096000.0,1024.0,16.0,3,143,12,4,1
Asus,TUF Gaming F15 FX506HF-HN026W Gaming Laptop,58990,71.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,1024.0,8.0,3,26,12,2,1
Dell,Inspiron 5430 2023 Laptop,83990,69.32352941176471,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,6,66,12,8,1
Dell,Inspiron 3525 Laptop,43890,63.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Radeon Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,104,12,2,1
Ninkear,A16 Gaming Laptop,79999,76.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",DDR5,SSD,AMD Radeon 680M,16.0,Windows 11 OS,1,4096000.0,2048.0,32.0,17,136,12,4,1
Lenovo,IdeaPad 3 15ITL05 81X800N2IN Laptop,35490,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,15,12,2,1
HP,Zbook Power G4-A ZHAN 99 Laptop,137890,77.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",DDR5,SSD,4GB NVIDIA Quadro T600,15.6,Windows 11 OS,1,2073600.0,1024.0,32.0,9,122,12,4,1
Dell,Inspiron 7420 2in1 Laptop,94990,67.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,6,45,12,2,1
Lenovo,IdeaPad Gaming 3 15IAH7 82S9014KIN Laptop,67990,70.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,14,40,12,2,1
HP,14-em0026AU Laptop,46990,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,AMD Radeon AMD,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,9,129,12,8,1
Asus,Vivobook 16X 2023 K3605ZU-MB741WS Laptop,94990,77.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR4,SSD,6GB NVIDIA Geforce RTX 4050,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,48,12,2,1
MSI,GF75 Thin 10SCXR-007IN Laptop,83500,67.0,10th Gen Intel Core i7 10750H ,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650,17.3,Windows 10  OS,1,2073600.0,512.0,8.0,15,11,9,2,1
MSI,Cyborg 15 A12VE-051IN Gaming Laptop,91990,73.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 4050,15.6,Windows 11 OS,2,2073600.0,512.0,16.0,15,40,12,4,1
MSI,Cyborg 15 A12VF-049IN Gaming Laptop,111990,78.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,15.6,Windows 11 OS,2,2073600.0,512.0,16.0,15,48,12,4,1
HP,250 G9 701H5PA Laptop,67990,66.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,9,37,12,2,1
Lenovo,Thinkpad E14 21E3S06300 Laptop,67999,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Iris Xe,14.0,DOS OS,1,2073600.0,512.0,8.0,14,37,3,2,1
Lenovo,‎ThinkPad E14 Gen 4 21E3S06Q00 Laptop,46200,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel UHD,14.0,DOS OS,1,2073600.0,512.0,8.0,14,34,3,2,1
Dell,Vostro 5620 Laptop,52998,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel UHD,16.0,Windows 11  OS,1,2073600.0,512.0,8.0,6,34,11,2,1
Dell,Vostro 3525 D560926WIN9B Laptop,45499,69.32352941176471,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,104,12,2,1
Lenovo,‎ThinkPad E14 Gen 4 21E3S06D00 Laptop,49999,62.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel UHD,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,14,34,12,2,1
Acer,Aspire 3 A315-510P Laptop,29980,69.32352941176471,Intel Core i3 N305,"Octa Core, 8 Threads",DDR4,SSD,Intel UHD Graphics,15.6,Windows 11 OS,1,2073600.0,256.0,8.0,1,177,12,2,1
Dell,Inspiron 16 5635 Laptop,57290,60.0,7th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",LPDDR5,SSD,AMD Radeon Graphics,16.0,Windows 11 OS,1,2304000.0,512.0,8.0,6,145,12,8,1
HP,Pavilion 14-dv1043TU Laptop,58990,62.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",DDR4,SSD,Intel Integrated Iris Xe,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,9,27,12,2,1
Razer,Blade 14 2023 Gaming Laptop,199990,85.0,7th Gen Amd Ryzen 9 7940HS,"Octa Core, 16 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,14.0,Windows 11 OS,1,4096000.0,1024.0,32.0,19,149,12,4,1
MSI,Bravo 15 C7UDXK-092IN Gaming Laptop,79990,70.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2,2073600.0,512.0,16.0,15,136,12,4,1
MSI,Bravo 15 C7UDXK-093IN Gaming Laptop,78990,69.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,6GB NVIDIA GeForce RTX 3050,15.6,Windows 11 OS,2,2073600.0,512.0,16.0,15,132,12,4,1
Acer,Aspire 5 A514-56M 2023 Gaming Laptop,51990,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,8.0,1,58,12,8,1
MSI,Bravo 17 C7VFK-034IN Gaming Laptop,104990,78.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",DDR5,SSD,8GB Nvidia GeForce RTX 4060,17.3,Windows 11 OS,1,2073600.0,1024.0,16.0,15,136,12,4,1
MSI,Bravo 15 C7VFK-087IN Gaming Laptop,104990,78.0,7th Gen AMD Ryzen 7  7735HS,"Octa Core, 16 Threads",DDR5,SSD,8GB Nvidia GeForce RTX 4060,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,15,134,12,4,1
Acer,One 14 2023 Z8-415 ‎Laptop,39990,69.32352941176471,11th Gen Intel Core i5  1135G7,"Quad Core, 8 Threads",DDR4,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,1,18,12,2,1
MSI,Thin GF63 11UCX-1441IN Gaming Laptop,59990,71.0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,2,2073600.0,512.0,16.0,15,30,12,2,1
MSI,Thin GF63 11UCX-1471IN Gaming Laptop,47990,66.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,2,2073600.0,512.0,8.0,15,19,12,2,1
Asus,Vivobook 15 X1504ZA-NJ521WS Laptop,47890,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Integrated Intel Iris Xe Graphics,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,3,37,12,2,1
MSI,Bravo 15 C7VEK-089IN Gaming Laptop,85490,75.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,6GB Nvidia GeForce RTX 4050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,15,132,12,4,1
MSI,Bravo 15 C7VEK-088IN Gaming Laptop,94990,77.0,7th Gen AMD Ryzen 7  7735HS,"Octa Core, 16 Threads",DDR5,SSD,6GB Nvidia GeForce RTX 4050,15.6,Windows 11 OS,1,2073600.0,1024.0,16.0,15,134,12,4,1
MSI,Bravo 17 C7VEK-035IN Gaming Laptop,95490,77.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",DDR5,SSD,6GB Nvidia GeForce RTX 4050,17.3,Windows 11 OS,1,2073600.0,1024.0,16.0,15,136,12,4,1
HP,255 G9 7M654PA Laptop,54999,63.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,AMD Radeon Graphics,15.6,Windows 11 OS,1,1049088.0,512.0,8.0,9,34,12,2,1
Lenovo,ThinkPad T14 2022 Laptop,159000,72.0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,14,46,12,2,1
Dell,Inspiron 5620 ICC-C783531WIN8 Laptop,80610,70.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,2GB NVIDIA GeForce MX570,16.0,Windows 11  OS,1,2073600.0,512.0,16.0,6,39,11,2,1
MSI,Prestige 13 Evo A12M-085IN Laptop,77990,66.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Integrated Iris Xe,13.3,Windows 11 OS,2,2304000.0,512.0,8.0,15,39,12,8,1
Dell,XPS 17 9730 Laptop,303490,69.32352941176471,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,8GB NVIDIA GeForce RTX 4060,17.0,Windows 11 OS,1,9216000.0,1024.0,32.0,6,73,12,4,1
Dell,XPS 13 Plus 9320 2023 Laptop,201990,82.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,13.4,Windows 11 OS,1,9216000.0,1024.0,32.0,6,68,12,8,1
Dell,XPS 9530 2023 Laptop,278290,88.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,6GB NVIDIA RTX 4050,15.6,Windows 11 OS,1,7464960.0,1024.0,32.0,6,73,12,4,1
Lenovo,Legion Pro 7i 2023 Gaming Laptop,286200,82.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,12GB NVIDIA Geforce RTX 4080,16.0,Windows 11 OS,1,4096000.0,1024.0,32.0,14,76,12,4,1
Lenovo,Legion Slim 7i 2023 Gaming Laptop,157544,71.0,13th Gen Intel Core i5 13500H ,"12 Cores (4P + 8E), 16 Threads",DDR5,SSD,8GB NVIDIA Geforce RTX 4060,16.0,Windows 11 OS,1,6400000.0,1024.0,16.0,14,64,12,4,1
Lenovo,Legion Pro 5 82WM00B5IN 2023 Gaming Laptop,140990,77.0,7th Gen AMD Ryzen 7 7745HX,"Octa Core, 16 Threads",DDR5,SSD,8GB NVIDIA Geforce RTX 4060,16.0,Windows 11 OS,1,4096000.0,1024.0,16.0,14,138,12,4,1
Lenovo,Thinkpad E14 G4 21E3S02M00 Laptop,133000,75.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,14,45,12,2,1
Lenovo,Thinkpad E14 G4 21E3006UIG Laptop,72500,63.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Intel Iris Xe Graphics,14.0,DOS OS,1,2073600.0,512.0,8.0,14,37,3,2,1
LG,Gram 14 2023 14Z90R Laptop,127000,70.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics,14.0,Windows 11 OS,1,2304000.0,512.0,8.0,13,59,12,8,1
LG,Gram 17 2023 17Z90R-G.CH77A2 Laptop,146990,76.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,4GB Nvidia RTX 3050,17.0,Windows 11 OS,1,4096000.0,1024.0,16.0,13,68,12,8,1
LG,Gram 16 2023 16Z90R Laptop,142990,76.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,4GB Nvidia RTX 3050,16.0,Windows 11 OS,1,4096000.0,1024.0,16.0,13,68,12,8,1
LG,Gram 2 in 1 16 Laptop,205000,72.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,Intel Iris Xe Graphics ,16.0,Windows 11 OS,1,4096000.0,256.0,8.0,13,59,12,8,1
LG,UltraPC 16 16U70R-G.AH76A2 Laptop,89799,75.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",DDR4,SSD,AMD Radeon 7 Graphics,16.0,Windows 11 OS,1,2304000.0,512.0,16.0,13,135,12,2,1
Lenovo,Thinkbook 14 Gen 4 Laptop,63999,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Integrated Intel UHD Graphics,14.0,Windows 11 OS,1,2073600.0,1024.0,16.0,14,37,12,2,1
Dell,Inspiron 3525 D560927WIN9S Laptop,43490,69.32352941176471,5th Gen AMD Ryzen 5  5500u,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,6,99,12,2,1
AXL,Vayu Book LAP01 Laptop,12990,69.32352941176471,Intel Celeron  N4020,"Dual Core, 2 Threads",DDR4,SSD,Intel Integrated UHD Graphics,14.1,Windows 11 OS,1,2073600.0,128.0,4.0,0,171,12,2,1
AXL,Vayu Book LAP02 Laptop,15990,69.32352941176471,Intel Celeron  N4020,"Dual Core, 2 Threads",DDR4,SSD,Intel Integrated UHD Graphics,15.6,Windows 11 OS,1,2073600.0,256.0,4.0,0,171,12,2,1
MSI,Modern 14 C12M-444IN Laptop,36990,62.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,Intel Integrated UHD,14.0,Windows 11 OS,1,2073600.0,512.0,16.0,15,34,12,2,1
Asus,Vivobook 14X 90NB11H2-M004D0 Laptop,63990,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,14.0,Windows 11 OS,1,2304000.0,512.0,16.0,3,40,12,2,1
Lenovo,S14 82TW0019IH Laptop,45990,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,Integrated Intel UHD Graphics,14.0,Windows 11 OS,1,2073600.0,512.0,8.0,14,37,12,2,1
Lenovo,V15 G2 ALC 82KDA01YIH Laptop,34990,69.32352941176471,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon AMD,15.6,DOS OS,1,2073600.0,512.0,8.0,14,104,3,2,1
Lenovo,ThinkBook 15 G3 ACL 21A4A08VIH Laptop,41490,69.32352941176471,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,AMD Radeon AMD,15.6,Windows 11 OS,1,2073600.0,512.0,8.0,14,104,12,2,1
Asus,Vivobook Pro 15 M6500QF-HN741WS  Laptop,64990,64.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",DDR4,SSD,4GB NVIDIA GeForce RTX 2050,15.6,Windows 11 OS,1,2073600.0,512.0,16.0,3,114,12,2,1
HP,Victus 16 7K4J6PAACJ Laptop,57990,70.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",DDR4,SSD,4GB NVIDIA GeForce GTX 1650 ,16.1,Windows 11 OS,1,2073600.0,512.0,8.0,9,26,12,2,1
